customer_id,trans_date,tran_amount
CS4271,2014-03-07,56
CS3503,2013-10-28,49
CS4593,2014-04-13,47
CS2025,2013-01-01,76
CS4570,2014-11-24,72
CS3510,2013-07-28,65
CS3434,2012-06-10,74
CS3241,2012-09-10,68
CS3563,2012-11-28,101
CS5255,2012-09-07,42
CS3979,2012-05-25,84
CS4646,2013-01-09,76
CS2509,2012-04-28,81
CS2138,2013-05-16,84
CS2054,2011-12-21,83
CS6018,2014-07-22,71
CS3356,2012-02-11,36
CS5079,2012-12-13,50
CS2415,2013-08-27,59
CS5907,2013-03-26,93
CS3426,2014-03-01,43
CS1529,2013-01-11,58
CS1840,2012-03-12,64
CS5695,2014-04-20,35
CS3208,2014-05-12,71
CS1366,2011-11-15,51
CS1377,2012-06-12,50
CS2093,2012-03-10,47
CS5489,2012-03-22,83
CS4814,2011-11-12,35
CS5838,2011-11-29,99
CS1367,2011-07-09,70
CS3483,2012-04-23,65
CS3648,2013-10-31,35
CS2249,2013-12-06,51
CS1642,2013-04-19,77
CS2405,2013-02-25,38
CS1178,2012-10-01,42
CS3949,2011-08-29,65
CS5720,2015-03-01,103
CS2323,2012-09-13,88
CS2652,2011-06-29,79
CS3131,2013-06-19,42
CS4257,2014-11-24,86
CS4214,2014-10-10,50
CS4895,2013-11-08,36
CS5511,2012-03-02,104
CS3613,2014-12-14,101
CS2330,2014-10-17,76
CS3139,2013-09-21,45
CS3477,2011-11-20,90
CS6040,2012-05-02,47
CS3093,2014-10-20,90
CS1207,2013-04-09,40
CS2178,2012-06-01,90
CS2196,2011-08-25,38
CS4011,2012-03-05,67
CS2602,2014-11-15,38
CS5920,2011-12-15,40
CS5295,2014-11-25,54
CS3133,2012-03-09,75
CS6109,2011-12-29,91
CS1353,2013-08-21,63
CS4753,2014-06-12,79
CS3852,2011-05-26,82
CS3607,2014-12-24,89
CS4653,2012-06-19,44
CS3735,2013-04-15,67
CS5049,2011-06-03,44
CS1226,2014-09-06,41
CS1945,2012-09-11,102
CS6011,2013-05-28,59
CS3006,2015-01-17,53
CS2454,2012-01-22,41
CS3208,2012-03-16,51
CS4543,2014-09-07,37
CS6108,2011-07-26,79
CS5853,2012-10-05,38
CS4794,2013-05-08,69
CS1724,2013-03-28,43
CS3036,2013-12-13,56
CS4677,2015-02-02,105
CS4548,2014-12-29,52
CS2018,2015-01-10,37
CS5015,2011-07-07,41
CS3455,2013-12-14,102
CS5576,2014-10-02,101
CS1679,2014-05-30,72
CS1296,2012-03-05,46
CS3658,2013-11-09,38
CS5975,2013-12-11,88
CS4904,2011-09-01,73
CS5842,2012-08-15,94
CS4861,2014-08-06,64
CS3201,2014-02-21,90
CS1121,2012-05-09,49
CS3044,2012-06-30,40
CS3581,2012-04-30,97
CS2821,2012-12-10,70
CS1249,2012-02-07,87
CS5278,2012-03-13,58
CS5737,2011-07-21,101
CS3987,2011-12-07,88
CS3754,2011-10-03,48
CS4303,2012-06-19,41
CS1141,2014-05-01,96
CS2134,2011-05-22,81
CS4238,2014-11-20,72
CS2614,2014-12-13,53
CS5380,2011-12-15,98
CS4189,2013-08-24,80
CS3399,2011-08-30,49
CS4279,2013-06-03,43
CS5991,2011-10-31,105
CS2949,2012-10-23,49
CS2316,2013-01-24,73
CS2440,2013-07-10,63
CS5251,2013-06-05,39
CS5902,2012-05-24,92
CS3246,2014-01-25,44
CS5456,2014-02-21,36
CS4992,2014-07-31,101
CS4631,2013-02-13,69
CS2883,2013-01-01,81
CS5749,2014-11-15,81
CS3828,2014-03-14,36
CS4740,2014-04-01,46
CS2961,2012-12-20,73
CS1612,2012-09-06,81
CS2560,2014-10-11,36
CS3269,2012-01-14,60
CS3817,2013-09-04,57
CS2226,2014-02-07,80
CS6027,2014-05-11,96
CS2058,2013-03-25,67
CS3836,2014-05-13,76
CS1603,2013-01-22,80
CS1204,2013-07-05,40
CS1748,2014-01-24,84
CS2149,2012-04-05,86
CS1801,2014-02-28,76
CS3300,2013-02-12,38
CS1763,2013-07-19,89
CS5140,2014-05-19,44
CS2330,2013-11-16,93
CS2934,2015-02-27,51
CS2316,2013-09-05,87
CS2959,2011-05-25,79
CS2271,2014-01-26,71
CS4812,2013-06-27,94
CS2170,2013-06-13,46
CS1199,2011-09-24,36
CS5444,2013-10-07,95
CS1396,2014-04-17,105
CS3361,2012-06-23,65
CS1490,2013-11-22,71
CS3704,2013-09-10,82
CS1382,2014-03-11,65
CS1137,2011-11-27,35
CS2161,2014-05-20,75
CS1290,2013-08-03,54
CS2497,2013-06-02,54
CS4106,2011-08-14,54
CS3828,2011-09-15,82
CS5270,2013-11-30,67
CS6031,2014-08-08,54
CS3744,2013-04-11,82
CS5655,2011-06-23,61
CS4955,2011-12-02,66
CS1600,2014-03-07,44
CS4950,2013-03-08,99
CS4349,2013-11-09,53
CS4001,2013-11-22,87
CS2623,2013-10-05,99
CS4504,2014-05-31,104
CS2111,2014-05-12,96
CS5231,2014-02-14,42
CS5038,2012-03-19,48
CS2810,2012-07-27,63
CS3741,2015-03-06,63
CS2706,2014-02-08,95
CS4392,2014-08-21,78
CS2092,2012-09-07,58
CS4686,2014-03-13,71
CS3629,2014-01-27,44
CS2088,2013-08-08,57
CS4967,2011-07-14,83
CS3769,2011-09-16,67
CS4901,2014-09-14,41
CS2106,2014-02-01,86
CS5245,2013-11-23,77
CS5798,2014-05-24,55
CS2384,2012-09-30,85
CS2001,2011-05-31,57
CS5938,2012-01-02,70
CS3838,2012-04-22,89
CS1600,2013-11-15,62
CS5835,2013-08-11,94
CS2270,2011-12-09,78
CS5607,2011-08-10,35
CS5118,2012-07-14,47
CS5576,2013-06-16,90
CS5039,2012-12-17,77
CS1732,2012-11-14,71
CS1728,2013-12-14,48
CS1443,2014-05-26,98
CS5124,2013-07-21,87
CS2888,2013-03-08,84
CS1973,2012-08-19,64
CS4247,2014-10-30,95
CS5385,2012-06-03,85
CS5132,2015-02-15,90
CS1641,2012-06-30,69
CS3337,2013-09-04,44
CS3724,2014-07-02,98
CS2496,2012-10-07,50
CS3639,2012-09-02,87
CS2510,2014-12-31,68
CS3376,2012-04-26,63
CS2329,2011-08-18,90
CS1477,2011-05-25,96
CS4457,2012-09-08,97
CS3799,2011-11-17,85
CS4402,2015-02-27,43
CS5423,2012-09-20,62
CS5567,2011-12-13,35
CS1953,2011-12-27,71
CS2040,2013-08-30,74
CS2029,2013-09-16,42
CS1751,2011-09-27,36
CS5325,2013-05-27,98
CS3899,2014-08-23,95
CS5392,2014-10-05,80
CS4431,2012-03-08,98
CS2922,2014-03-02,57
CS5740,2011-09-30,39
CS4539,2013-08-24,87
CS4488,2012-03-06,99
CS3660,2011-12-19,55
CS4608,2011-07-07,101
CS4522,2014-02-10,83
CS3481,2014-06-19,54
CS1344,2011-06-11,41
CS1535,2012-09-21,84
CS5842,2013-08-01,73
CS6044,2011-11-27,57
CS2876,2013-07-04,51
CS5792,2013-04-28,56
CS4169,2014-03-24,69
CS5890,2013-04-04,95
CS5220,2012-12-02,36
CS1468,2014-02-18,91
CS2661,2013-01-27,84
CS2575,2014-02-23,68
CS5147,2014-10-19,82
CS3147,2014-09-07,60
CS2916,2014-09-18,104
CS6052,2014-10-25,79
CS2484,2011-06-05,41
CS1774,2011-07-13,80
CS4108,2014-02-17,75
CS1345,2012-08-08,75
CS2539,2013-08-21,88
CS4555,2015-03-02,62
CS3202,2014-05-06,56
CS3725,2015-01-19,88
CS5827,2014-12-22,63
CS3989,2012-04-12,80
CS4016,2012-12-02,77
CS5030,2012-07-26,40
CS5489,2012-02-07,44
CS5064,2011-12-21,88
CS5906,2012-06-04,96
CS2611,2012-01-02,68
CS2661,2014-11-16,87
CS4562,2013-11-30,74
CS5426,2013-08-12,49
CS5570,2014-04-07,62
CS3904,2015-01-24,83
CS4027,2011-06-01,78
CS3176,2013-06-18,88
CS2936,2011-09-07,36
CS3699,2012-08-25,75
CS4227,2013-03-05,55
CS5482,2013-10-25,59
CS1983,2013-12-31,88
CS1718,2014-08-06,75
CS1218,2014-06-29,72
CS1413,2012-03-18,98
CS2008,2011-10-14,60
CS1259,2011-12-03,61
CS3286,2012-02-12,58
CS1919,2012-08-01,73
CS2360,2013-07-18,68
CS3011,2011-05-21,45
CS1627,2013-12-30,57
CS2245,2014-08-05,61
CS4526,2012-11-29,90
CS1553,2014-05-24,77
CS4946,2013-01-30,69
CS3726,2013-05-13,42
CS2244,2014-10-17,55
CS2537,2014-12-09,35
CS1749,2013-01-24,78
CS4688,2011-08-19,79
CS4160,2013-11-26,65
CS1698,2015-01-19,66
CS2337,2011-10-31,35
CS5602,2013-06-08,74
CS5365,2012-06-18,39
CS3338,2012-04-28,66
CS2531,2014-08-21,97
CS2748,2014-11-28,80
CS5586,2012-04-21,74
CS4357,2011-09-21,53
CS3222,2011-08-08,101
CS4339,2014-05-18,94
CS3733,2013-01-21,101
CS5344,2014-09-14,36
CS3291,2012-12-16,104
CS4579,2013-07-27,83
CS3471,2013-10-03,62
CS1995,2013-10-28,54
CS2308,2011-12-21,103
CS3688,2014-05-14,93
CS3433,2014-07-25,74
CS3565,2012-08-13,77
CS5812,2012-06-30,100
CS3420,2014-09-16,48
CS5975,2013-03-18,66
CS2559,2011-08-30,88
CS4532,2012-06-12,43
CS3164,2014-09-06,81
CS5463,2013-01-18,62
CS4945,2013-11-09,78
CS1575,2011-09-06,69
CS1925,2012-12-20,54
CS2711,2013-12-02,84
CS4799,2013-04-16,105
CS3189,2013-05-07,52
CS3891,2011-10-25,88
CS2693,2014-07-09,66
CS4545,2012-01-17,47
CS5021,2012-04-04,41
CS3442,2015-03-07,86
CS1189,2012-07-07,36
CS1399,2011-11-03,55
CS3871,2012-07-09,98
CS1547,2012-07-01,72
CS5135,2011-07-26,68
CS3610,2011-12-13,97
CS5970,2013-01-29,95
CS5012,2011-06-25,74
CS4776,2014-12-03,48
CS1627,2012-03-31,79
CS4294,2013-12-27,60
CS1841,2011-08-25,78
CS4033,2013-11-16,73
CS2967,2012-07-17,61
CS4362,2011-06-15,61
CS4906,2014-04-19,102
CS5905,2014-09-04,45
CS4687,2014-07-22,45
CS5484,2011-06-24,92
CS4022,2013-10-27,35
CS5931,2015-02-28,91
CS5099,2015-02-12,77
CS1297,2013-03-03,38
CS3406,2011-07-09,40
CS2820,2011-10-23,64
CS3804,2014-06-11,67
CS4843,2014-09-22,63
CS2361,2014-10-08,82
CS4347,2012-09-17,69
CS5386,2011-10-15,92
CS3983,2012-07-25,90
CS3592,2012-02-17,71
CS4350,2014-01-11,37
CS2224,2014-01-11,63
CS4532,2013-02-23,103
CS3035,2014-06-04,89
CS5522,2015-01-14,86
CS5574,2012-02-22,55
CS4592,2013-02-10,40
CS2965,2012-06-17,66
CS3743,2012-10-01,57
CS4692,2013-03-29,82
CS3174,2013-09-14,50
CS2203,2013-07-22,66
CS3160,2011-10-21,45
CS3951,2013-08-24,60
CS5966,2014-05-31,68
CS4433,2013-04-27,59
CS2997,2013-02-08,54
CS1854,2012-04-07,81
CS1622,2015-03-16,62
CS2626,2013-08-02,38
CS1978,2011-08-06,98
CS1678,2014-09-14,44
CS3903,2012-11-11,97
CS1946,2011-06-16,103
CS3911,2014-12-06,104
CS3566,2012-12-10,61
CS3069,2015-01-28,68
CS1485,2014-12-09,82
CS1831,2013-09-02,76
CS1538,2014-03-30,55
CS3430,2014-10-17,87
CS2054,2013-08-09,98
CS1789,2014-01-22,90
CS5531,2011-11-19,60
CS3959,2012-12-20,45
CS5311,2011-06-01,48
CS5184,2014-08-20,49
CS6033,2011-08-23,75
CS2093,2013-10-20,86
CS3914,2011-10-25,47
CS5877,2011-10-27,85
CS3903,2014-01-03,95
CS3307,2015-01-14,96
CS4169,2014-05-16,76
CS3525,2013-02-10,92
CS2936,2015-01-07,48
CS4213,2014-02-14,82
CS1541,2013-06-27,93
CS2601,2011-12-16,47
CS1883,2011-10-05,57
CS3195,2014-04-27,58
CS2834,2013-02-08,94
CS1338,2014-12-11,92
CS3969,2014-05-01,65
CS4141,2013-11-07,97
CS1517,2013-11-07,77
CS3537,2014-02-10,87
CS2885,2014-02-07,73
CS1445,2011-05-16,94
CS3217,2011-11-10,38
CS5420,2013-05-21,89
CS2182,2011-08-16,72
CS4336,2012-06-15,38
CS4343,2012-02-07,104
CS3501,2015-03-06,63
CS4417,2015-02-11,59
CS5014,2013-04-08,44
CS1336,2012-07-26,54
CS5894,2014-02-09,99
CS1785,2014-07-02,37
CS2724,2011-10-15,74
CS4370,2013-06-12,56
CS6103,2012-10-24,63
CS3883,2011-08-15,51
CS4759,2013-09-04,56
CS5990,2015-01-15,79
CS5637,2013-08-31,81
CS5975,2011-12-26,73
CS4683,2014-02-04,64
CS3775,2011-07-18,61
CS5762,2012-03-15,97
CS4860,2012-08-26,66
CS3715,2014-02-04,76
CS5465,2012-11-23,41
CS3055,2011-10-14,100
CS3680,2014-12-17,105
CS5250,2013-07-20,86
CS5600,2013-07-24,93
CS1258,2011-06-15,95
CS4550,2013-10-26,87
CS4942,2011-08-15,88
CS5314,2012-05-18,85
CS4493,2013-10-15,95
CS4419,2012-12-30,105
CS2228,2014-05-03,86
CS3420,2012-08-04,37
CS2344,2011-05-21,57
CS2520,2011-11-23,57
CS3363,2011-12-29,96
CS4174,2013-03-04,50
CS2342,2012-12-26,83
CS1161,2012-07-18,80
CS1670,2013-05-07,103
CS3644,2014-08-06,54
CS4465,2014-08-30,46
CS5432,2012-03-31,82
CS5114,2011-12-27,43
CS1243,2013-02-13,36
CS1690,2012-09-11,50
CS3452,2013-11-19,100
CS5419,2014-05-05,48
CS2429,2012-04-11,42
CS4287,2014-07-13,68
CS5911,2012-08-11,41
CS1675,2014-04-04,61
CS5616,2011-11-29,53
CS4904,2014-09-01,50
CS4514,2014-01-10,92
CS3823,2013-09-05,89
CS3804,2014-07-20,60
CS1329,2013-06-03,104
CS3280,2013-01-05,51
CS1843,2013-03-11,35
CS5230,2011-12-04,73
CS3409,2014-04-25,57
CS4795,2012-08-24,58
CS3334,2013-10-02,93
CS4601,2013-07-21,56
CS3455,2013-05-25,64
CS4539,2014-06-27,53
CS1415,2011-07-02,51
CS1132,2011-07-13,46
CS4872,2013-08-17,50
CS4665,2013-08-16,95
CS1564,2013-09-12,83
CS1792,2013-12-18,59
CS5845,2013-09-28,88
CS3667,2013-06-16,36
CS5893,2013-09-02,80
CS5979,2012-11-26,68
CS5268,2011-06-17,105
CS4804,2015-01-08,59
CS3056,2011-12-27,101
CS1269,2014-07-16,42
CS2865,2013-01-28,105
CS2208,2013-10-12,50
CS4342,2012-02-19,90
CS4524,2013-11-07,50
CS3845,2012-08-24,98
CS4511,2012-08-06,100
CS2594,2011-05-26,75
CS3766,2011-11-18,81
CS5358,2013-09-08,41
CS3355,2011-09-24,59
CS1200,2014-07-02,92
CS3410,2012-07-28,73
CS5819,2011-10-09,66
CS4918,2013-07-18,44
CS3002,2014-01-05,37
CS4845,2014-11-05,71
CS1911,2013-10-11,98
CS4145,2012-06-18,62
CS2160,2013-01-27,54
CS4152,2012-06-19,49
CS2673,2014-06-01,94
CS2421,2012-12-11,87
CS2903,2014-05-04,46
CS5168,2014-05-16,79
CS5441,2013-03-17,76
CS1643,2013-04-23,73
CS4503,2013-07-26,105
CS3324,2015-02-24,75
CS3170,2014-06-19,96
CS4348,2014-01-27,82
CS4120,2011-11-27,97
CS3197,2013-08-25,36
CS3282,2015-02-17,66
CS2628,2013-11-12,36
CS5675,2012-04-25,84
CS4090,2014-09-07,105
CS1311,2011-06-29,51
CS3929,2011-07-17,92
CS4466,2013-09-14,42
CS5055,2014-02-22,50
CS3179,2012-02-21,43
CS4499,2014-11-07,95
CS3197,2011-12-22,36
CS5400,2014-05-15,36
CS1191,2013-11-21,88
CS2093,2012-09-17,75
CS6079,2012-12-06,98
CS5376,2013-12-30,96
CS3540,2013-03-09,67
CS2910,2011-12-20,87
CS3797,2013-09-10,97
CS5778,2011-08-01,47
CS3146,2011-12-23,101
CS6046,2011-07-18,88
CS2599,2013-06-28,101
CS2131,2012-12-15,42
CS2036,2014-12-10,81
CS4090,2013-10-29,57
CS5309,2012-10-15,74
CS1788,2012-04-30,94
CS2965,2014-06-24,84
CS1472,2012-10-06,86
CS2146,2014-01-16,37
CS3292,2012-06-02,57
CS3654,2011-07-01,101
CS5308,2014-10-05,63
CS6027,2011-05-27,36
CS4897,2013-10-15,66
CS3015,2014-02-14,63
CS4141,2013-07-20,67
CS1481,2013-03-29,39
CS1937,2011-09-28,99
CS5822,2013-03-24,71
CS4800,2015-01-07,90
CS1348,2011-09-26,56
CS3483,2012-09-26,52
CS3283,2014-04-13,96
CS4918,2012-08-14,100
CS3671,2014-08-18,63
CS5854,2012-03-27,85
CS5206,2014-03-21,91
CS4367,2013-12-11,88
CS1759,2014-11-29,80
CS3901,2014-04-27,56
CS2271,2013-11-20,71
CS4650,2015-01-04,51
CS3739,2011-08-22,41
CS1136,2011-09-10,95
CS3593,2014-10-17,87
CS5708,2011-07-11,57
CS4148,2011-10-09,54
CS6107,2013-11-27,100
CS3894,2011-12-04,85
CS2537,2011-06-09,76
CS4747,2013-05-31,45
CS5730,2013-02-26,51
CS6052,2011-10-31,84
CS4017,2014-09-05,66
CS4403,2013-02-27,66
CS3324,2012-10-04,41
CS5812,2013-09-21,40
CS1465,2015-03-14,102
CS3276,2014-03-27,87
CS3093,2011-09-09,57
CS6023,2011-09-14,46
CS1604,2011-10-15,73
CS2241,2011-11-18,36
CS4133,2011-06-14,98
CS4221,2013-06-13,83
CS2624,2014-01-27,88
CS2837,2014-10-03,69
CS3213,2012-09-01,35
CS3714,2013-01-28,85
CS4677,2014-07-16,45
CS1131,2014-10-20,95
CS4657,2014-05-30,42
CS1222,2015-01-27,64
CS4303,2011-08-17,48
CS4104,2012-09-23,35
CS5948,2013-09-19,94
CS3824,2013-05-24,83
CS5309,2014-11-22,60
CS2237,2014-06-03,67
CS2833,2014-09-22,71
CS1168,2011-11-14,70
CS4867,2013-07-08,81
CS2680,2014-08-18,70
CS3532,2011-10-30,103
CS5902,2013-05-09,78
CS1970,2012-03-17,85
CS1635,2013-09-21,75
CS2891,2013-11-12,92
CS5743,2014-02-01,88
CS4410,2013-08-22,84
CS2902,2014-05-16,73
CS2434,2013-12-18,83
CS3819,2011-10-28,100
CS5348,2014-07-31,105
CS2306,2015-01-21,83
CS2123,2014-03-23,70
CS2253,2013-09-11,35
CS5927,2013-08-01,49
CS4536,2013-06-20,83
CS1648,2012-05-08,92
CS4049,2012-08-19,97
CS1856,2014-09-08,62
CS3341,2014-11-26,82
CS6050,2012-11-28,37
CS5242,2014-10-23,96
CS1708,2011-08-05,74
CS5905,2011-06-10,63
CS2110,2013-10-06,92
CS5337,2014-10-15,48
CS1403,2013-11-10,69
CS5408,2014-05-10,105
CS5231,2013-02-25,62
CS2743,2012-12-11,59
CS4864,2012-06-27,94
CS3656,2012-10-06,79
CS5662,2013-04-02,45
CS3629,2014-04-28,65
CS5859,2015-03-16,47
CS4333,2013-08-29,87
CS3790,2012-02-27,92
CS1982,2015-01-27,102
CS1213,2013-08-02,57
CS2923,2014-06-24,64
CS1430,2013-03-02,79
CS3363,2012-05-14,43
CS3028,2013-08-11,56
CS3819,2013-05-28,100
CS1910,2013-09-20,41
CS1777,2012-05-14,69
CS5782,2012-04-10,45
CS3971,2013-12-18,48
CS3071,2012-11-02,85
CS2233,2011-10-12,88
CS4993,2013-03-08,105
CS4409,2013-11-04,51
CS3417,2014-04-06,59
CS5991,2014-04-07,77
CS4394,2011-10-21,63
CS4961,2012-06-15,39
CS2521,2014-02-27,54
CS3267,2013-10-20,42
CS5877,2012-10-29,100
CS2163,2013-10-20,45
CS5389,2011-08-25,55
CS2144,2014-07-13,38
CS4270,2013-04-14,99
CS1304,2013-12-06,68
CS3139,2014-03-07,83
CS2105,2014-03-06,43
CS3358,2012-02-10,99
CS4223,2013-05-16,52
CS5112,2013-10-06,55
CS1934,2012-07-21,95
CS2491,2013-01-27,90
CS2118,2012-12-14,105
CS2482,2011-10-29,70
CS5295,2013-05-22,37
CS3666,2011-08-27,70
CS2004,2011-09-27,50
CS4102,2012-08-23,82
CS5435,2012-10-07,103
CS3224,2011-12-26,64
CS4018,2015-01-19,75
CS2687,2013-11-24,41
CS5416,2014-11-24,87
CS3769,2015-02-27,71
CS4101,2013-05-14,67
CS3375,2012-04-02,96
CS1768,2012-04-18,97
CS5141,2014-12-20,88
CS4980,2012-03-30,55
CS4699,2013-09-13,77
CS5841,2014-01-21,97
CS5435,2012-05-19,55
CS4525,2012-11-04,89
CS3144,2014-04-14,91
CS2083,2013-03-15,38
CS5197,2011-05-18,89
CS1118,2012-04-03,63
CS5824,2015-02-04,67
CS4144,2011-08-27,90
CS1316,2015-01-19,64
CS4699,2013-01-31,43
CS5372,2014-09-05,96
CS1480,2014-09-20,40
CS1149,2011-12-03,74
CS4483,2012-06-17,74
CS1335,2012-01-30,58
CS5804,2014-02-21,45
CS3705,2014-12-08,52
CS3447,2013-07-10,75
CS5829,2014-08-02,47
CS3124,2012-09-14,48
CS3397,2015-01-07,86
CS5463,2013-12-19,61
CS1462,2014-01-26,81
CS4519,2013-10-23,98
CS3300,2013-05-03,61
CS1731,2013-04-17,36
CS5017,2015-01-14,51
CS4935,2014-04-22,75
CS3485,2013-09-14,43
CS1505,2014-12-09,44
CS5067,2012-06-01,97
CS1503,2011-10-07,50
CS1982,2011-09-29,46
CS3532,2013-10-12,76
CS5978,2012-02-13,58
CS4061,2014-12-13,46
CS4084,2014-04-25,64
CS3328,2012-06-01,35
CS5159,2013-11-26,75
CS5214,2012-08-16,79
CS1546,2011-09-03,90
CS2474,2013-10-14,37
CS1644,2013-01-18,46
CS2087,2013-03-09,66
CS2361,2012-05-21,103
CS2909,2013-07-08,37
CS5501,2011-07-29,42
CS2525,2014-05-24,58
CS2117,2013-07-06,60
CS4053,2012-04-27,38
CS5413,2013-02-11,75
CS4608,2012-02-16,83
CS1296,2014-07-26,90
CS5519,2014-08-14,46
CS3455,2013-10-18,43
CS4944,2012-09-06,105
CS1800,2013-03-07,82
CS5612,2014-07-18,73
CS2121,2015-02-13,85
CS2561,2014-04-01,59
CS4218,2012-10-12,95
CS3965,2013-01-25,45
CS4493,2012-09-14,64
CS4741,2014-12-20,45
CS2800,2014-02-03,78
CS4381,2012-02-03,87
CS1432,2014-01-05,48
CS4660,2014-05-13,102
CS5731,2014-11-14,72
CS6011,2012-06-20,43
CS3586,2015-01-23,47
CS4092,2014-01-10,86
CS4169,2014-12-15,70
CS3559,2014-01-17,104
CS5012,2012-08-17,87
CS1922,2014-09-25,82
CS2016,2014-10-01,89
CS5113,2014-09-07,50
CS2733,2012-12-06,96
CS2104,2014-03-24,104
CS4054,2013-01-30,50
CS4692,2013-02-16,81
CS5387,2011-09-13,89
CS3380,2013-05-17,74
CS2734,2014-12-22,49
CS3579,2013-08-01,55
CS3923,2013-06-09,73
CS2901,2012-08-20,83
CS1496,2014-06-20,95
CS3486,2011-07-30,53
CS3627,2012-12-20,79
CS1968,2014-04-06,51
CS2963,2014-05-16,56
CS3050,2012-01-05,39
CS1634,2011-06-26,87
CS1877,2012-01-12,66
CS6071,2013-03-11,68
CS2284,2013-07-30,79
CS4085,2011-12-11,85
CS3646,2013-03-19,56
CS4948,2011-08-05,92
CS3791,2013-12-12,93
CS2956,2011-07-15,65
CS6069,2014-07-03,73
CS3985,2014-03-23,87
CS5939,2013-02-10,52
CS4373,2011-09-07,87
CS5807,2012-03-17,97
CS4657,2015-03-16,100
CS4098,2013-10-28,59
CS1378,2012-07-07,47
CS2425,2012-02-17,85
CS5105,2013-03-09,65
CS5571,2014-08-24,93
CS6037,2014-08-12,98
CS4763,2012-07-28,100
CS4358,2013-06-30,43
CS3850,2013-06-17,66
CS4763,2013-10-18,62
CS3157,2013-08-08,88
CS3963,2014-03-17,54
CS5411,2013-07-29,52
CS3661,2012-09-18,71
CS1485,2014-01-09,69
CS5732,2013-06-06,88
CS3453,2011-08-13,98
CS6035,2013-04-20,79
CS5364,2013-04-28,49
CS3013,2013-12-30,60
CS6079,2014-03-09,83
CS3547,2012-11-18,82
CS2723,2014-08-11,37
CS5394,2014-11-02,103
CS5243,2012-10-11,40
CS5174,2013-12-18,73
CS1216,2012-10-02,52
CS5896,2012-07-10,66
CS1740,2014-07-22,100
CS2707,2013-02-04,85
CS4895,2014-01-09,40
CS4030,2014-07-08,47
CS1986,2012-07-17,35
CS2847,2014-04-03,97
CS5608,2012-05-13,38
CS1460,2014-10-05,80
CS4184,2012-12-17,104
CS5464,2014-05-14,75
CS2510,2013-11-05,93
CS5030,2014-11-08,41
CS2515,2011-12-03,54
CS5649,2014-08-18,62
CS2591,2012-10-02,50
CS1345,2012-08-03,49
CS5214,2011-11-28,55
CS4868,2012-03-02,49
CS5322,2011-12-25,70
CS2173,2014-04-05,58
CS2741,2013-06-03,70
CS3951,2014-12-23,87
CS2706,2012-04-17,78
CS5236,2011-06-15,50
CS1493,2011-11-21,92
CS2046,2011-06-03,90
CS4015,2014-12-03,103
CS5487,2015-02-15,50
CS3524,2013-01-18,63
CS4666,2013-12-26,39
CS4460,2011-12-23,51
CS2662,2014-11-01,69
CS3103,2014-01-30,84
CS2960,2014-05-16,94
CS3365,2012-06-30,39
CS3793,2012-08-04,37
CS2580,2011-12-25,37
CS5281,2011-10-29,75
CS5792,2012-03-27,40
CS3854,2012-12-16,105
CS3916,2011-09-18,80
CS2478,2012-05-10,64
CS1583,2013-01-24,69
CS5044,2012-01-05,100
CS5652,2011-06-03,54
CS6036,2013-11-17,48
CS2837,2015-02-24,94
CS4462,2014-01-07,92
CS2069,2014-05-15,55
CS4204,2011-07-18,94
CS2867,2012-04-04,52
CS2425,2012-01-19,91
CS2699,2013-02-06,45
CS1300,2014-06-12,81
CS3833,2014-06-30,104
CS2329,2011-11-26,38
CS3077,2014-12-11,61
CS5671,2011-11-07,63
CS5717,2011-08-02,82
CS2923,2013-06-06,99
CS4710,2012-02-04,66
CS3660,2012-01-19,59
CS2397,2014-12-20,105
CS3080,2011-09-30,68
CS1780,2015-03-05,83
CS5506,2014-05-27,91
CS2008,2011-06-08,52
CS5678,2011-12-16,88
CS3226,2012-01-23,54
CS3192,2012-01-06,86
CS1339,2013-11-27,49
CS2056,2012-03-17,40
CS1229,2011-07-14,91
CS1995,2012-01-01,54
CS1298,2011-11-25,44
CS3477,2012-09-30,46
CS2600,2013-10-03,72
CS5520,2013-04-15,37
CS4227,2013-04-13,81
CS5266,2013-10-27,51
CS3616,2013-02-26,49
CS3383,2012-06-05,90
CS2394,2014-01-27,72
CS4060,2014-05-24,75
CS3034,2012-07-20,84
CS3326,2011-08-05,87
CS2618,2012-03-20,49
CS1137,2014-10-02,38
CS1792,2012-03-28,84
CS2092,2014-05-20,67
CS3985,2012-02-13,42
CS5697,2013-06-14,93
CS4766,2013-06-04,72
CS4784,2013-11-10,100
CS3434,2012-05-23,105
CS2666,2014-11-13,95
CS3332,2011-06-03,73
CS4981,2012-04-30,54
CS6095,2011-08-25,46
CS3270,2012-01-25,77
CS2513,2011-10-18,71
CS1709,2013-10-07,37
CS5798,2011-10-13,50
CS3046,2014-04-20,66
CS3419,2015-01-14,97
CS3459,2011-08-29,91
CS3343,2013-04-30,37
CS3308,2013-08-26,66
CS3028,2012-06-21,35
CS5306,2011-09-07,58
CS1498,2014-01-20,47
CS1781,2011-08-31,61
CS2070,2012-09-02,47
CS3109,2015-03-09,104
CS5887,2013-06-15,56
CS2817,2013-11-29,93
CS2972,2014-01-12,99
CS5970,2013-06-26,73
CS5152,2013-05-23,80
CS5019,2014-11-08,72
CS2867,2014-04-27,95
CS1946,2011-10-01,50
CS4969,2012-10-23,100
